type,properties/name,properties/web_address,properties/image,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,University of Central Missouri,https://www.ucmo.edu/,https://logo.clearbit.com/ucmo.edu?size=40,Point,-93.7408706333429,38.7601761391135
Feature,Ecole Supérieure d'Informatique Salama (Esisalama)(ESIS),http://www.esisalama.com/,https://logo.clearbit.com/esisalama.org?size=40,Point,27.4805747,-11.6777094
Feature,University of Illinois at Springfield,https://www.uis.edu/,https://logo.clearbit.com/uis.edu?size=40,Point,-89.612901,39.727148
Feature,Hackers Guild,http://hackersguild.org/,https://logo.clearbit.com/hackersguild.org?size=40,Point,28.3065158,-15.3915735
Feature,The ABC International School (The Anglophone British Curriculum International School),http://www.theabcis.com/,https://logo.clearbit.com/theabcis.com?size=40,Point,106.6918035,10.7366626
Feature,Loyola University New Orleans,https://loyno.edu,https://logo.clearbit.com/loyno.edu?size=40,Point,-90.1214455,29.9339772
Feature,New England Institute of Technology,https://www.neit.edu/,https://logo.clearbit.com/email.neit.edu?size=40,Point,-71.5027075790841,41.6616
Feature,New England Institute of Technology,https://www.neit.edu/,https://logo.clearbit.com/email.neit.edu?size=40,Point,-71.4453908707991,41.7152869052518
Feature,New England Institute of Technology,https://www.neit.edu/,https://logo.clearbit.com/email.neit.edu?size=40,Point,-71.4495530046541,41.7330699
Feature,Northwest Missouri State University,https://nwmissouri.edu/,https://logo.clearbit.com/mail.nwmissouri.edu?size=40,Point,-94.882883,40.3544308985507
Feature,John Paul the Great Catholic University,https://jpcatholic.edu/,https://logo.clearbit.com/jpcatholic.com?size=40,Point,-117.082385733101,33.1208052
Feature,Bridgerland Technical College,https://btech.edu/,https://logo.clearbit.com/btech.edu?size=40,Point,-111.849173508101,41.7558301008617
Feature,University of Southern California,https://www.usc.edu/,https://logo.clearbit.com/usc.edu?size=40,Point,-118.289504450762,34.0206925
Feature,Wild Code School,https://wildcodeschool.com/,https://logo.clearbit.com/wildcodeschool.fr?size=40,Point,13.3606345499137,52.55273945
Feature,Roskilde Tekniske Skole,https://www.rts.dk/,https://logo.clearbit.com/rts-365.dk?size=40,Point,12.086433,55.625722
Feature,42,https://www.42.us.org/,https://logo.clearbit.com/student.42.fr?size=40,Point,-122.0591528,37.5486415
Feature,Abbotsleigh,https://www.abbotsleigh.nsw.edu.au/,https://logo.clearbit.com/abbotsleigh.nsw.edu.au?size=40,Point,151.1142463,-33.720367
Feature,DigitalCrafts,https://www.digitalcrafts.com/,https://logo.clearbit.com/digitalcrafts.com?size=40,Point,-84.3737242,33.8485553
Feature,DigitalCrafts,https://www.digitalcrafts.com/,https://logo.clearbit.com/digitalcrafts.com?size=40,Point,-95.3383240816326,29.7528298163265
Feature,Academia de Bellas Artes Semillas,https://academiasemillas.edu.co/,https://logo.clearbit.com/academiasemillas.edu.co?size=40,Point,-74.04907595,4.66282975
Feature,Fusion Academy,https://www.fusionacademy.com/,https://logo.clearbit.com/fusionacademy.com?size=40,Point,-85.6687834375,42.9642737708333
Feature,Acamica,https://www.acamica.com/,https://logo.clearbit.com/acamica.com?size=40,Point,-58.4200925204082,-34.5928813571429
Feature,CourseAble,https://courseable.edu.bd/,https://logo.clearbit.com/courseable.edu.bd?size=40,Point,90.6023361,23.6421599
Feature,Doge Codes,https://doge.codes/,https://logo.clearbit.com/?size=40,Point,30.5241037,50.4500644
Feature,Alchemy Code Lab,https://www.alchemycodelab.com/,https://logo.clearbit.com/?size=40,Point,-122.6809206,45.5233858
Feature,Altcademy,https://www.altcademy.com/,https://logo.clearbit.com/altcademy.com?size=40,Point,114.1603515,22.28208
Feature,American Embassy School,https://aes.ac.in/,https://logo.clearbit.com/aes.ac.in?size=40,Point,77.1834342,28.5990678
Feature,Canberra Grammar School,https://cgs.act.edu.au/,https://logo.clearbit.com/cgs.act.edu.au?size=40,Point,149.1316728,-35.3405171
Feature,Arborbrook Christian Academy,http://arborbrook.org/,https://logo.clearbit.com/arborbrook.org?size=40,Point,-80.6940632286219,35.0195499087116
Feature,Christ's School,http://www.christs.richmond.sch.uk/,https://logo.clearbit.com/christs.richmond.sch.uk?size=40,Point,-0.2938281,51.4541179
Feature,Atmiya University,https://atmiyauni.ac.in/,https://logo.clearbit.com/aits.edu.in?size=40,Point,70.7677674,22.2818543
Feature,Codely Tech S.L. (CodeOp),https://codeop.tech/,https://logo.clearbit.com/codely.tech?size=40,Point,2.1774322,41.3828939
Feature,Code Berlin University,https://code.berlin/en/,https://logo.clearbit.com/code.berlin?size=40,Point,13.4467241,52.4938798
Feature,Utrecht University,https://www.uu.nl/en,https://logo.clearbit.com/students.uu.nl?size=40,Point,5.1223339,52.0902439
Feature,"California State University, Long Beach",http://www.csulb.edu/,https://logo.clearbit.com/student.csulb.edu?size=40,Point,-118.121302864598,33.7666787
Feature,CodeClan,https://codeclan.com/,https://logo.clearbit.com/codeclan.com?size=40,Point,-3.2019101,55.9469204
Feature,Coventry University,https://www.coventry.ac.uk/,https://logo.clearbit.com/uni.coventry.ac.uk?size=40,Point,0.1606149,51.5528544
Feature,Coventry University,https://www.coventry.ac.uk/,https://logo.clearbit.com/uni.coventry.ac.uk?size=40,Point,-0.4136154,54.2716558
Feature,DevMountain,https://devmountain.com/,https://logo.clearbit.com/devmounta.in?size=40,Point,-111.66062122449,40.2262834285714
Feature,DevMountain,https://devmountain.com/,https://logo.clearbit.com/devmounta.in?size=40,Point,-112.071432789497,33.4483403
Feature,DevMountain,https://devmountain.com/,https://logo.clearbit.com/devmounta.in?size=40,Point,-96.795206327092,32.77792995
Feature,Digital House,https://digitalhouse.com/,https://logo.clearbit.com/digitalhouse.com?size=40,Point,-58.4599229,-34.5583089
Feature,Dwight-Englewood School,https://www.d-e.org,https://logo.clearbit.com/d-e.org?size=40,Point,-73.9618044,40.8878772
Feature,Istituto Istruzione Superiore Guglielmo Marconi,http://www.itsiderno.gov.it/,https://logo.clearbit.com/?size=40,Point,11.8115681422713,42.08789645
Feature,Epitech - Paris Graduate School of Digital Innovation,https://www.epitech.eu/fr/,https://logo.clearbit.com/epitech.eu?size=40,Point,2.3629949,48.815223
Feature,Erasmushogeschool Brussel,https://www.erasmushogeschool.be/nl,https://logo.clearbit.com/student.ehb.be?size=40,Point,4.3238857,50.8408106
Feature,Fachhochschule Kärnten,http://www.fh-kaernten.at/startseit/,https://logo.clearbit.com/fh-kaernten.ac.at?size=40,Point,13.5008255500927,46.797071
Feature,Utah State University,http://www.usu.edu/,https://logo.clearbit.com/aggiemail.usu.edu?size=40,Point,-111.801696,41.7443541666667
Feature,Zamphyr,https://zamphyr.com/,https://logo.clearbit.com/?size=40,Point,24.8031597,59.420784
Feature,FikraSpace,http://fikra.space/,https://logo.clearbit.com/fikra.space?size=40,Point,44.3908213,33.2832827
Feature,Fundacion Arquidiocesana de Educacion - FUNADE,http://funade.edu.co/,https://logo.clearbit.com/funade.edu.co?size=40,Point,-74.809089,11.0153304
Feature,Universidade Federal de São João del Rei,https://ufsj.edu.br/,https://logo.clearbit.com/ufsj.edu.br?size=40,Point,-44.2588086,-21.1335755
Feature,Perdana University,https://www.perdanauniversity.edu.my/,https://logo.clearbit.com/perdanauniversity.edu.my?size=40,Point,101.7055684,3.0340649
Feature,Egibide Vitoria Alava,https://www.egibide.org/,https://logo.clearbit.com/egibide.org?size=40,Point,-2.6772496,42.8668008
Feature,Gallaudet University,https://www.gallaudet.edu/,https://logo.clearbit.com/gallaudet.edu?size=40,Point,-76.9951022533937,38.90777735
Feature,Yaroslavl State University,http://www.uniyar.ac.ru/,https://logo.clearbit.com/uniyar.ac.ru?size=40,Point,39.8933705,57.6263877
Feature,Zip Code Wilmington,https://www.zipcodewilmington.com/,https://logo.clearbit.com/zipcodewilmington.com?size=40,Point,-75.5493888957358,39.74673455
Feature,NMAM Institute of Technology,http://nitte.edu.in/,https://logo.clearbit.com/nitte.edu.in?size=40,Point,74.9334847948834,13.18329945
Feature,Ganpat University,https://www.ganpatuniversity.ac.in/,https://logo.clearbit.com/ict.gnu.ac.in?size=40,Point,72.4561479,23.5296313
Feature,Georg-Simon-Ohm-Berufskolleg,http://www.gso-koeln.de//,https://logo.clearbit.com/gso-koeln.de?size=40,Point,6.99564095706521,50.92754785
Feature,Hack Upstate,hackupstate.com,https://logo.clearbit.com/hackupstate.com?size=40,Point,-76.1499364819491,43.0445888
Feature,HackerYou,https://hackeryou.com/,https://logo.clearbit.com/hackeryou.com?size=40,Point,-79.3979209,43.6482483
Feature,HackYourFuture Belgium,https://hackyourfuture.be/,https://logo.clearbit.com/openknowledge.be?size=40,Point,4.3577621,50.8455276
Feature,HAMK Häme University of Applied Sciences,https://www.hamk.fi/,https://logo.clearbit.com/student.hamk.fi?size=40,Point,24.4792251,60.9766015
Feature,Hathaway Brown School,https://www.hb.edu/index.cfm,https://logo.clearbit.com/hb.edu?size=40,Point,-81.5408533648718,41.48180215
Feature,Hebrew University of Jerusalem,https://new.huji.ac.il/en,https://logo.clearbit.com/mail.huji.ac.il?size=40,Point,35.24207,31.793246
Feature,Heinrich-Thein-Schule Haßfurt,http://bs-hassfurt.de/home/,https://logo.clearbit.com/bs-hassfurt.de?size=40,Point,10.5151381840569,50.0349645
Feature,Holberton School,https://www.holbertonschool.com/,https://logo.clearbit.com/holbertonschool.com?size=40,Point,-75.573553,6.2443382
Feature,HTL Weiz,https://htlweiz.at/,https://logo.clearbit.com/htlweiz.at?size=40,Point,15.6228926656705,47.22468535
Feature,ICT Scouts / Campus,https://ict-scouts.ch/,https://logo.clearbit.com/ict-scouts.ch?size=40,Point,7.714583,47.4018312
Feature,IES Gran Capitán de Córdoba,http://www.iesgrancapitan.org/portal/,https://logo.clearbit.com/iesgrancapitan.org?size=40,Point,-3.719028,40.4019883
Feature,IES Jacarandá,http://www.iesjacaranda.es/web/,https://logo.clearbit.com/iesjacaranda.es?size=40,Point,-4.5003662,36.6668382
Feature,Institut La Guineueta,http://www.inslaguineueta.cat/,https://logo.clearbit.com/ilg.cat?size=40,Point,2.17170300081769,41.44268675
Feature,Instituto de Estudos Sociais e Políticos,http://www.iesp.uerj.br/,https://logo.clearbit.com/?size=40,Point,-43.1862969,-22.9515096
Feature,La Piscine,https://www.lapiscine.pro/,https://logo.clearbit.com/lapiscine.pro?size=40,Point,-0.597495,44.7994812
Feature,Le Wagon,https://www.lewagon.com/,https://logo.clearbit.com/lewagon.com?size=40,Point,2.3662204,48.8805908
Feature,Mayden Academy,https://mayden.co.uk/,https://logo.clearbit.com/?size=40,Point,-2.3499479,51.3750481
Feature,Melbourne High School,http://mhs.vic.edu.au/,https://logo.clearbit.com/mhs.vic.edu.au?size=40,Point,144.994626116931,-37.83596125
Feature,Mountain Vista Governor's School,http://mvgshome.org/mvgs/,https://logo.clearbit.com/?size=40,Point,-78.156792,36.396085
Feature,ROC Mondriaan,https://rocmondriaan.nl/,https://logo.clearbit.com/student.rocmondriaan.nl?size=40,Point,4.3336452,52.0846779
Feature,Pierre-and-Marie-Curie University,https://www.sorbonne-universite.fr/,https://logo.clearbit.com/lip6.fr?size=40,Point,2.3406671,48.8511613
Feature,TAF at Saghalie,https://techaccess.org/,https://logo.clearbit.com/techaccess.org?size=40,Point,-122.354507495349,47.29790675
Feature,The Hacking School,https://www.thehackingschool.com/,https://logo.clearbit.com/thehackingschool.com?size=40,Point,78.37887,17.4225704
Feature,Nihon Kogakuin College of Hachioji,http://ncie.neec.ac.jp/en/,https://logo.clearbit.com/stf.neec.ac.jp?size=40,Point,139.691148,35.572816
Feature,National High School of Mathematics and Science,https://npmg.org/,https://logo.clearbit.com/school.npmg.org?size=40,Point,23.3256852,42.6734543
Feature,Southern Methodist University,https://www.smu.edu/,https://logo.clearbit.com/smu.edu?size=40,Point,-96.7815281014706,32.84180115
Feature,High Tech Los Angeles,https://ht-la.org/,https://logo.clearbit.com/ht-la.org?size=40,Point,-118.3999144,34.1866197
Feature,Holberton School,https://www.holbertonschool.com/,https://logo.clearbit.com/holbertonschool.com?size=40,Point,-122.408344877551,37.7813744081633
Feature,Holberton School,https://www.holbertonschool.com/,https://logo.clearbit.com/holbertonschool.com?size=40,Point,-74.0758477,4.5986988
Feature,HTL-Wels,https://www.htl-wels.at/,https://logo.clearbit.com/htl-wels.at?size=40,Point,14.0304038693102,48.15763175
Feature,IES El Caminàs,http://www.ieselcaminas.org/,https://logo.clearbit.com/ieselcaminas.org?size=40,Point,-0.0377354,39.9860347
Feature,IES Joan Ramis i Ramis,http://iesjoanramis.org/,https://logo.clearbit.com/iesjoanramis.org?size=40,Point,4.2540858,39.8894578
Feature,University of Peradeniya,http://www.pdn.ac.lk/,https://logo.clearbit.com/ce.pdn.ac.lk?size=40,Point,80.5930652,7.2642107
Feature,Institut Almatà,http://ciclesbalaguer.com/,https://logo.clearbit.com/?size=40,Point,0.8054914,41.7897204
Feature,IT-Akademy,https://www.it-akademy.fr/,https://logo.clearbit.com/it-akademy.fr?size=40,Point,4.8174527,45.7392364
Feature,JEDHA,https://jedha.co/,https://logo.clearbit.com/jedha.co?size=40,Point,2.3589704,48.8618903
Feature,Jours du code,http://joursducode.fr,https://logo.clearbit.com/joursducode.fr?size=40,Point,2.2449687,48.9068185
Feature,Karunya University,http://www.karunya.edu/,https://logo.clearbit.com/karunya.edu.in?size=40,Point,76.7517757,10.941866
Feature,KMMX,http://www.kmmx.mx/,https://logo.clearbit.com/?size=40,Point,-99.1672282,19.4098748
Feature,Lighthouse Labs,https://www.lighthouselabs.ca/,https://logo.clearbit.com/lighthouselabs.com?size=40,Point,-73.5696547,45.4968995
Feature,Logos Preparatory Academy,https://logosprep.org/,https://logo.clearbit.com/logosprep.org?size=40,Point,-95.5936217521368,29.6280189273504
Feature,Neuefische GmbH,https://www.neuefische.de/,https://logo.clearbit.com/neuefische.de?size=40,Point,9.9148753,53.5614467
Feature,Pursuit,https://www.pursuit.org/,https://logo.clearbit.com/pursuit.org?size=40,Point,-73.94194325,40.74299485
Feature,Rudolf Private Schools,https://www.rudolfschools.us/,https://logo.clearbit.com/rudolfschools.us?size=40,Point,-93.2349489,45.1607987
Feature,San Francisco Art Institute,https://sfai.edu/,https://logo.clearbit.com/artists.sfai.edu?size=40,Point,-122.416682,37.803409
Feature,School of Code,https://schoolofcode.co.uk/,https://logo.clearbit.com/schoolofcode.co.uk?size=40,Point,-1.88817297982519,52.48927395
Feature,Šolski center Novo mesto,https://www.sc-nm.si/,https://logo.clearbit.com/dijak.sc-nm.si?size=40,Point,15.1591847880158,45.7947203
Feature,South Dakota School of Mines and Technology,https://www.sdsmt.edu/,https://logo.clearbit.com/mines.sdsmt.edu?size=40,Point,-103.205657925677,44.0739534
Feature,Autonomous University of Zacatecas (UAZ) (Universidad Autónoma de Zacatecas),https://www.uaz.edu.mx/,https://logo.clearbit.com/uaz.edu.mx?size=40,Point,-102.5722706,22.7753891
Feature,Davidson College,https://www.davidson.edu/,https://logo.clearbit.com/davidson.edu?size=40,Point,-80.8473661553331,35.5021014226206
Feature,Sabio Code,https://sabio.la/,https://logo.clearbit.com/sabio.la?size=40,Point,-118.384540436261,33.9888545242765
Feature,Royal St. George's College,https://www.rsgc.on.ca/,https://logo.clearbit.com/rsgc.on.ca?size=40,Point,-79.4105303307769,43.6693461
Feature,RVS Group of Institutions (Rathnavel Subramaniam College of Arts),http://rvsgroup.com/,https://logo.clearbit.com/rvsgroup.com?size=40,Point,77.1258565,11.0268912
Feature,Deakin University,https://www.deakin.edu.au/,https://logo.clearbit.com/deakin.edu.au?size=40,Point,142.5372181,-38.385261
Feature,Ionian University,https://ionio.gr/,https://logo.clearbit.com/ionio.gr?size=40,Point,19.9142957572506,39.62671675
Feature,Montserrat College of Art,https://www.montserrat.edu/,https://logo.clearbit.com/montserrat.edu?size=40,Point,-70.87638,42.55039
Feature,North Carolina School of Science and Mathematics,https://www.ncssm.edu/,https://logo.clearbit.com/ncssm.edu?size=40,Point,-78.9206514631699,36.01938625
Feature,"Poltava Polytechnic College by National Technical University ""Kharkiv Polytechnical Institute""",http://www.polytechnic.poltava.ua/,https://logo.clearbit.com/polytechnic.poltava.ua?size=40,Point,34.5431457715892,49.58761565
Feature,Cégep de Saint-Jérôme,https://www.cstj.qc.ca/,https://logo.clearbit.com/cstj.qc.ca?size=40,Point,-74.0000631,45.7794407
Feature,University of Brighton,https://www.brighton.ac.uk/index.aspx,https://logo.clearbit.com/uni.brighton.ac.uk?size=40,Point,-0.119500148511262,50.8419876
Feature,Shire Oak Academy,https://shireoakacademy.co.uk/,https://logo.clearbit.com/shireoakacademy.co.uk?size=40,Point,-1.9108322,52.6393768
Feature,Switchfully,https://switchfully.com/,https://logo.clearbit.com/?size=40,Point,4.3577896,50.8457606
Feature,TheSign Comics & Arts Academy,https://thesign.academy/,https://logo.clearbit.com/thesign.academy?size=40,Point,11.2530682,43.7819896
Feature,Universidade Católica de Moçambique,http://www.ucm.ac.mz/cms/pt-pt,https://logo.clearbit.com/ucm.ac.mz?size=40,Point,34.868276,-19.8489777
Feature,triOS College Business Technology Healthcare,https://www.trios.com/,https://logo.clearbit.com/trios.com?size=40,Point,-80.487234,43.4490926666667
Feature,The One Academy,https://www.theoneacademy.edu.my/,https://logo.clearbit.com/?size=40,Point,101.610778,3.0773525
Feature,Queen Mary University of London,http://www.qmul.ac.uk/,https://logo.clearbit.com/eecs.qmul.ac.uk?size=40,Point,-0.0393103466301624,51.5247272
Feature,The Affiliated High School of Peking University,http://www.pkuschool.edu.cn/,https://logo.clearbit.com/pkuschool.edu.cn?size=40,Point,116.314343388732,39.9766272
Feature,Small Academy,https://small.academy/,https://logo.clearbit.com/small.academy?size=40,Point,26.0801257,44.4557555
Feature,Ozyegin University,https://www.ozyegin.edu.tr/,https://logo.clearbit.com/ozyegin.edu.tr?size=40,Point,29.2369147,41.0436221
Feature,Deakin University,https://www.deakin.edu.au/,https://logo.clearbit.com/deakin.edu.au?size=40,Point,144.305756,-38.2011995
Feature,Zurich University of Applied Sciences,http://www.zhaw.ch/,https://logo.clearbit.com/students.zhaw.ch?size=40,Point,8.7204505,47.4999206
Feature,BP Teach,https://www.bpteach.com/,https://logo.clearbit.com/bpteach.com?size=40,Point,113.2592945,23.1301964
Feature,Vidyavardhaka College of Engineering,https://www.vvce.ac.in/,https://logo.clearbit.com/vvce.ac.in?size=40,Point,76.628297,12.3260989
Feature,West Vancouver Secondary School,https://westvancouverschools.ca/,https://logo.clearbit.com/wvschools.ca?size=40,Point,-123.160741447949,49.3363722
Feature,CMKL University,https://www.cmkl.ac.th/,https://logo.clearbit.com/cmkl.ac.th?size=40,Point,100.8160803,13.7538929
Feature,Deakin University,https://www.deakin.edu.au/,https://logo.clearbit.com/deakin.edu.au?size=40,Point,144.3554023,-38.1527593
Feature,Tech Elevator,https://www.techelevator.com/,https://logo.clearbit.com/techelevator.com?size=40,Point,-81.6512137,41.5044362
Feature,Tech Elevator,https://www.techelevator.com/,https://logo.clearbit.com/techelevator.com?size=40,Point,-83.0424821966704,39.99725765
Feature,Tech Elevator,https://www.techelevator.com/,https://logo.clearbit.com/techelevator.com?size=40,Point,-83.0724136997225,42.3650289626874
Feature,Tech Elevator,https://www.techelevator.com/,https://logo.clearbit.com/techelevator.com?size=40,Point,-80.0176190204082,40.4559106632653
Feature,Tech Elevator,https://www.techelevator.com/,https://logo.clearbit.com/techelevator.com?size=40,Point,-84.4675839387755,39.1519975714286
Feature,Nnamdi Azikiwe University,https://unizik.edu.ng,https://logo.clearbit.com/unizik.edu.ng?size=40,Point,7.0741145,6.2100945
